Plus Sign<br/><br/>What does this glyph look like?,+ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Plus Sign.htm'>Take me to symbol documentation</a>,Name->Sym
Downstile<br/><br/>What does this glyph look like?,⌊ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Downstile.htm'>Take me to symbol documentation</a>,Name->Sym
Monadic: Floor<br/><br/>What does this glyph look like?,⌊ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Downstile.htm'>Take me to symbol documentation</a>,Name->Sym
"Y must be numeric. <br/> For real numbers, R is the largest integer value less than or equal to Y within the comparison tolerance ⎕CT. <br/> For complex numbers, R depends on the relationship between the real and imaginary parts of the numbers in Y. <br/> The following (deliberately) simple function illustrates one way to express the rules for evaluating complex Floor. <br/> ⎕CT and ⎕DCT are  implicit arguments of Floor.<br/><br/>What does this glyph look like?",⌊ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Downstile.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Floor.htm'>Take me to primitive function documentation</a>,Docs->Sym
Floor<br/><br/>What does this glyph do?,"Y must be numeric. <br/> For real numbers, R is the largest integer value less than or equal to Y within the comparison tolerance ⎕CT. <br/> For complex numbers, R depends on the relationship between the real and imaginary parts of the numbers in Y. <br/> The following (deliberately) simple function illustrates one way to express the rules for evaluating complex Floor. <br/> ⎕CT and ⎕DCT are  implicit arguments of Floor. <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Downstile.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Floor.htm'>Take me to primitive function documentation</a>",Name->Docs
"Y must be numeric. <br/> For real numbers, R is the largest integer value less than or equal to Y within the comparison tolerance ⎕CT. <br/> For complex numbers, R depends on the relationship between the real and imaginary parts of the numbers in Y. <br/> The following (deliberately) simple function illustrates one way to express the rules for evaluating complex Floor. <br/> ⎕CT and ⎕DCT are  implicit arguments of Floor.<br/><br/>What is the name of this glyph?",Floor <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Downstile.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Floor.htm'>Take me to primitive function documentation</a>,Docs->Name
Dyadic: Minimum<br/><br/>What does this glyph look like?,⌊ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Downstile.htm'>Take me to symbol documentation</a>,Name->Sym
Y may be any numeric array.  X may be any numeric array.  R is numeric.  R is the smaller of X and Y.<br/><br/>What does this glyph look like?,⌊ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Downstile.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Minimum.htm'>Take me to primitive function documentation</a>,Docs->Sym
Minimum<br/><br/>What does this glyph do?,Y may be any numeric array.  X may be any numeric array.  R is numeric.  R is the smaller of X and Y. <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Downstile.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Minimum.htm'>Take me to primitive function documentation</a>,Name->Docs
Y may be any numeric array.  X may be any numeric array.  R is numeric.  R is the smaller of X and Y.<br/><br/>What is the name of this glyph?,Minimum <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Downstile.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Minimum.htm'>Take me to primitive function documentation</a>,Docs->Name
⌊<br/><br/>What does this glyph do?,Y may be any numeric array.  X may be any numeric array.  R is numeric.  R is the smaller of X and Y. <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Downstile.htm'>Take me to Link</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Floor.htm'>Take me to Link</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Minimum.htm'>Take me to Link</a>,Sym->Docs
⌊<br/><br/>What is this glyph called?  What's the Monadic/Dyadic names?,Downstile <br/> Monadic: Floor <br/> Dyadic: Minimum <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Downstile.htm'>Take me to symbol documentation</a>,Sym->Name
Star<br/><br/>What does this glyph look like?,* <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Star.htm'>Take me to symbol documentation</a>,Name->Sym
Monadic: Exponential<br/><br/>What does this glyph look like?,* <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Star.htm'>Take me to symbol documentation</a>,Name->Sym
"Y must be numeric. R is numeric and is the Yth power of e, the base of natural logarithms.<br/><br/>What does this glyph look like?",* <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Star.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Exponential.htm'>Take me to primitive function documentation</a>,Docs->Sym
Exponential<br/><br/>What does this glyph do?,"Y must be numeric. R is numeric and is the Yth power of e, the base of natural logarithms. <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Star.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Exponential.htm'>Take me to primitive function documentation</a>",Name->Docs
"Y must be numeric. R is numeric and is the Yth power of e, the base of natural logarithms.<br/><br/>What is the name of this glyph?",Exponential <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Star.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Exponential.htm'>Take me to primitive function documentation</a>,Docs->Name
Dyadic: Power<br/><br/>What does this glyph look like?,* <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Star.htm'>Take me to symbol documentation</a>,Name->Sym
"Y must be a numeric array.  X must be a numeric array.  R is numeric.  The value of R is X raised to the power of Y. <br/> If Y is zero, R is defined to be 1. <br/> If X is zero, Y must be non-negative. <br/> In general, X*Y is defined as *Y×⍟X. If X is negative, the result R is likely to be complex.<br/><br/>What does this glyph look like?",* <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Star.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Power.htm'>Take me to primitive function documentation</a>,Docs->Sym
Power<br/><br/>What does this glyph do?,"Y must be a numeric array.  X must be a numeric array.  R is numeric.  The value of R is X raised to the power of Y. <br/> If Y is zero, R is defined to be 1. <br/> If X is zero, Y must be non-negative. <br/> In general, X*Y is defined as *Y×⍟X. If X is negative, the result R is likely to be complex. <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Star.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Power.htm'>Take me to primitive function documentation</a>",Name->Docs
"Y must be a numeric array.  X must be a numeric array.  R is numeric.  The value of R is X raised to the power of Y. <br/> If Y is zero, R is defined to be 1. <br/> If X is zero, Y must be non-negative. <br/> In general, X*Y is defined as *Y×⍟X. If X is negative, the result R is likely to be complex.<br/><br/>What is the name of this glyph?",Power <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Star.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Power.htm'>Take me to primitive function documentation</a>,Docs->Name
*<br/><br/>What does this glyph do?,"Y must be a numeric array.  X must be a numeric array.  R is numeric.  The value of R is X raised to the power of Y. <br/> If Y is zero, R is defined to be 1. <br/> If X is zero, Y must be non-negative. <br/> In general, X*Y is defined as *Y×⍟X. If X is negative, the result R is likely to be complex. <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Star.htm'>Take me to Link</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Exponential.htm'>Take me to Link</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Power.htm'>Take me to Link</a>",Sym->Docs
*<br/><br/>What is this glyph called?  What's the Monadic/Dyadic names?,Star <br/> Monadic: Exponential <br/> Dyadic: Power <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Star.htm'>Take me to symbol documentation</a>,Sym->Name
Log;Circle Star<br/><br/>What does this glyph look like?,⍟ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to symbol documentation</a>,Name->Sym
Monadic: Natural Logarithm<br/><br/>What does this glyph look like?,⍟ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to symbol documentation</a>,Name->Sym
Y must be a numeric array. R is numeric.  R is the natural (or Napierian) logarithm of Y whose base is the mathematical constant e=2.71828....<br/><br/>What does this glyph look like?,⍟ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Natural Logarithm.htm'>Take me to primitive function documentation</a>,Docs->Sym
NaturalLogarithm<br/><br/>What does this glyph look like?,⍟ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Natural Logarithm.htm'>Take me to primitive function documentation</a>,Name->Sym
NaturalLogarithm<br/><br/>What does this glyph do?,Y must be a numeric array. R is numeric.  R is the natural (or Napierian) logarithm of Y whose base is the mathematical constant e=2.71828.... <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Natural Logarithm.htm'>Take me to primitive function documentation</a>,Name->Docs
Y must be a numeric array. R is numeric.  R is the natural (or Napierian) logarithm of Y whose base is the mathematical constant e=2.71828....<br/><br/>What is the name of this glyph?,NaturalLogarithm <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Natural Logarithm.htm'>Take me to primitive function documentation</a>,Docs->Name
Dyadic: Logarithm<br/><br/>What does this glyph look like?,⍟ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to symbol documentation</a>,Name->Sym
X and Y must be numeric arrays. X cannot be 1 unless Y is also 1. R is the base X logarithm of Y. <br/> Note that Logarithm (dyadic ⍟) is defined in terms of Natural Logarithm (monadic ⍟) as:<br/><br/>What does this glyph look like?,⍟ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Logarithm.htm'>Take me to primitive function documentation</a>,Docs->Sym
Logarithm<br/><br/>What does this glyph do?,X and Y must be numeric arrays. X cannot be 1 unless Y is also 1. R is the base X logarithm of Y. <br/> Note that Logarithm (dyadic ⍟) is defined in terms of Natural Logarithm (monadic ⍟) as: <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Logarithm.htm'>Take me to primitive function documentation</a>,Name->Docs
X and Y must be numeric arrays. X cannot be 1 unless Y is also 1. R is the base X logarithm of Y. <br/> Note that Logarithm (dyadic ⍟) is defined in terms of Natural Logarithm (monadic ⍟) as:<br/><br/>What is the name of this glyph?,Logarithm <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Logarithm.htm'>Take me to primitive function documentation</a>,Docs->Name
⍟<br/><br/>What does this glyph do?,X and Y must be numeric arrays. X cannot be 1 unless Y is also 1. R is the base X logarithm of Y. <br/> Note that Logarithm (dyadic ⍟) is defined in terms of Natural Logarithm (monadic ⍟) as: <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to Link</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Natural Logarithm.htm'>Take me to Link</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Logarithm.htm'>Take me to Link</a>,Sym->Docs
⍟<br/><br/>What is this glyph called?  What's the Monadic/Dyadic names?,Log;Circle Star <br/> Monadic: Natural Logarithm <br/> Dyadic: Logarithm <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to symbol documentation</a>,Sym->Name
